"self_generated_id","effective_date","security_id","security_id_type","asset_class","symbol","description","cusip","isin","figi","listing_exchange","underlying_symbol","underlying_security_id","multiplier","strike","expiry","security_concat"
"25cb280a-43cf-46fe-a7c6-7fc76db661dc","","","","","PDR","","","","","","","",NULL,NULL,NULL,""
"3bc496d4-6195-43df-8f80-bf15f83348d8","","","","","TV2","","","","","","","",NULL,NULL,NULL,""
"6f065e6b-da61-4bd9-affd-82a9e1b05904","","","","","VHM","","","","","","","",NULL,NULL,NULL,""
"8338b257-a847-4646-8761-3a9934306942","","","","","TPB","","","","","","","",NULL,NULL,NULL,""
"85b85de2-8083-4d47-a26b-573959c3f899","","","","","MWG","","","","","","","",NULL,NULL,NULL,""
"c7a0acef-00f7-46d3-9ee1-11ff32f228ec","","","","","HPG","","","","","","","",NULL,NULL,NULL,""
"e40b4504-b73d-4d15-9a48-f265302108f6","","","","","DXS","","","","","","","",NULL,NULL,NULL,""
"efe2cab9-d210-4e1a-bf45-ad5684a22410","","","","","VNM","","","","","","","",NULL,NULL,NULL,""
